chr	start	end	samples
scaffold-Z	24026463	24026980	RVG11_RVG1_RVG1_RVG4
scaffold-Z	24040716	24041597	RVG11_RVG1_RVG1_RVG4
scaffold-Z	24053442	24053796	RVG11_RVG1_RVG4
scaffold-Z	24087550	24087701	RVG1_RVG4
scaffold-Z	24139254	24139509	RVG11_RVG1_RVG4
scaffold-Z	24219705	24220050	RVG11_RVG1_RVG4
scaffold-Z	24277478	24277837	RVG11_RVG1_RVG4
scaffold-Z	24278327	24278647	RVG11_RVG1_RVG4
scaffold-Z	24353838	24354457	RVG11_RVG1_RVG1_RVG4
scaffold-Z	24376273	24376570	RVG1_RVG4
scaffold-Z	24441293	24441419	RVG11_RVG1_RVG4
scaffold-Z	24466385	24466858	RVG11_RVG1_RVG4
scaffold-Z	24478626	24478813	RVG11_RVG1_RVG4
scaffold-Z	24486463	24486810	RVG11_RVG1_RVG4
scaffold-Z	24492038	24493064	RVG11_RVG1_RVG4
scaffold-Z	24500636	24500873	RVG11_RVG1_RVG4
scaffold-Z	24504545	24504908	RVG11_RVG1_RVG4
scaffold-Z	24579946	24580201	RVG11_RVG1_RVG4
scaffold-Z	24589055	24589582	RVG11_RVG1_RVG4
scaffold-Z	24628274	24628950	RVG11_RVG11_RVG1_RVG1_RVG4
scaffold-Z	24629141	24629294	RVG11_RVG1_RVG4
scaffold-Z	24645816	24645932	RVG1_RVG4
scaffold-Z	24653936	24654383	RVG1_RVG4
scaffold-Z	24692380	24692766	RVG11_RVG1_RVG4
scaffold-Z	24756391	24756641	RVG1_RVG4
scaffold-Z	24761166	24761393	RVG11_RVG1_RVG4
scaffold-Z	24819499	24819848	RVG11_RVG1
scaffold-Z	24831095	24831451	RVG11_RVG1_RVG4
scaffold-Z	24832720	24833092	RVG11_RVG1_RVG4
scaffold-Z	24847217	24848042	RVG11_RVG1_RVG1_RVG4
scaffold-Z	24865254	24865422	RVG1_RVG4
scaffold-Z	24879682	24880057	RVG11_RVG1_RVG4
scaffold-Z	24928291	24928501	RVG1_RVG4
scaffold-Z	24964673	24965024	RVG11_RVG1_RVG4
scaffold-Z	25012311	25012523	RVG11_RVG1
scaffold-Z	25110470	25111069	RVG11_RVG1_RVG4
scaffold-Z	25121160	25121960	RVG11_RVG1_RVG4
scaffold-Z	25129632	25129864	RVG11_RVG1
scaffold-Z	25143562	25144079	RVG11_RVG1_RVG1_RVG4
scaffold-Z	25147633	25147839	RVG1_RVG4
scaffold-Z	25150198	25150442	RVG11_RVG1_RVG4
scaffold-Z	25152265	25152435	RVG11_RVG4
scaffold-Z	25158196	25158504	RVG11_RVG1_RVG4
scaffold-Z	25161341	25161608	RVG11_RVG1_RVG4
scaffold-Z	25239465	25239840	RVG11_RVG1_RVG4
scaffold-Z	25243884	25244098	RVG11_RVG1_RVG4
scaffold-Z	25263683	25264036	RVG11_RVG1_RVG4
scaffold-Z	25264155	25264459	RVG11_RVG1_RVG4
scaffold-Z	25365866	25366047	RVG11_RVG1_RVG4
scaffold-Z	25384446	25385365	RVG11_RVG1_RVG1_RVG4
scaffold-Z	25402505	25402693	RVG11_RVG1_RVG4
scaffold-Z	25434260	25434394	RVG11_RVG4
scaffold-Z	25936493	25936701	RVG11_RVG1_RVG4
scaffold-Z	25985607	25985915	RVG11_RVG1_RVG4
scaffold-Z	26001447	26001791	RVG11_RVG1_RVG4
scaffold-Z	26066641	26066876	RVG11_RVG1_RVG4
scaffold-Z	26078551	26079153	RVG11_RVG1_RVG4
scaffold-Z	26186316	26186794	RVG11_RVG1_RVG4
scaffold-Z	26276807	26277022	RVG11_RVG1
scaffold-Z	26288668	26289255	RVG11_RVG1_RVG1_RVG4
scaffold-Z	26289381	26289780	RVG11_RVG1_RVG4
scaffold-Z	26294687	26295171	RVG11_RVG1_RVG4
scaffold-Z	26298489	26298631	RVG11_RVG1
scaffold-Z	26308611	26308931	RVG11_RVG1_RVG4
scaffold-Z	26309536	26309660	RVG11_RVG4
scaffold-Z	26310045	26310159	RVG11_RVG1_RVG4
scaffold-Z	26310448	26310922	RVG11_RVG1_RVG1_RVG4
scaffold-Z	26311319	26311624	RVG11_RVG1_RVG4
scaffold-Z	26312282	26312382	RVG11_RVG1
scaffold-Z	26472315	26472749	RVG11_RVG1_RVG4
scaffold-Z	26500102	26500460	RVG11_RVG1_RVG4
scaffold-Z	26509493	26509688	RVG11_RVG1_RVG4
scaffold-Z	26514235	26514721	RVG11_RVG1_RVG4
scaffold-Z	26514883	26515746	RVG11_RVG11_RVG4
scaffold-Z	26665737	26666135	RVG11_RVG1_RVG4
scaffold-Z	26854863	26855150	RVG11_RVG1_RVG4
scaffold-Z	26858566	26858910	RVG11_RVG1_RVG4
scaffold-Z	26907408	26907900	RVG11_RVG1_RVG4
scaffold-Z	27017433	27018008	RVG11_RVG1_RVG4
scaffold-Z	27097281	27097600	RVG11_RVG1_RVG4
scaffold-Z	27163449	27163975	RVG11_RVG1_RVG4
scaffold-Z	27184536	27184729	RVG11_RVG1
scaffold-Z	27190273	27190597	RVG11_RVG4
scaffold-Z	27204268	27204447	RVG1_RVG4
scaffold-Z	27215490	27216134	RVG11_RVG1_RVG4
scaffold-Z	27327292	27327508	RVG11_RVG1_RVG4
scaffold-Z	27360501	27360711	RVG11_RVG1_RVG4
scaffold-Z	27495881	27496493	RVG11_RVG1_RVG4
scaffold-Z	27501575	27501707	RVG11_RVG1
scaffold-Z	27516015	27516593	RVG11_RVG1_RVG4
scaffold-Z	27545012	27545253	RVG11_RVG1_RVG4
scaffold-Z	27646491	27646914	RVG11_RVG4
scaffold-Z	27678227	27678902	RVG11_RVG1_RVG4
scaffold-Z	27693261	27693459	RVG11_RVG1_RVG4
scaffold-Z	27768424	27769538	RVG11_RVG1_RVG1_RVG4
scaffold-Z	27845114	27845283	RVG11_RVG1_RVG4
scaffold-Z	27896652	27897570	RVG11_RVG1_RVG4
scaffold-Z	27913933	27914144	RVG11_RVG1_RVG4
scaffold-Z	28457750	28458139	RVG11_RVG11_RVG1_RVG1_RVG4
scaffold-Z	28459092	28459251	RVG11_RVG1_RVG4
scaffold-Z	28788009	28788747	RVG11_RVG1_RVG4
scaffold-Z	29001740	29002384	RVG11_RVG1_RVG1_RVG4
scaffold-Z	29089710	29090045	RVG1_RVG4
scaffold-Z	29193105	29193437	RVG11_RVG1_RVG4
scaffold-Z	29291286	29291956	RVG11_RVG1_RVG4
scaffold-Z	29641831	29642082	RVG11_RVG1_RVG4
scaffold-Z	29702587	29702882	RVG11_RVG1_RVG4
scaffold-Z	29736489	29737296	RVG11_RVG1_RVG1_RVG1_RVG4
scaffold-Z	29758862	29759034	RVG11_RVG1
scaffold-Z	29760251	29760868	RVG11_RVG1_RVG4
scaffold-Z	29768271	29768790	RVG11_RVG1_RVG4
scaffold-Z	29806989	29807242	RVG11_RVG1_RVG4
scaffold-Z	29903521	29903897	RVG11_RVG1_RVG4
scaffold-Z	29923958	29924118	RVG11_RVG1_RVG4
scaffold-Z	29946440	29946752	RVG11_RVG1_RVG4
scaffold-Z	29952479	29953279	RVG11_RVG11_RVG1_RVG4
scaffold-Z	29962653	29963998	RVG11_RVG1_RVG1_RVG4_RVG4
scaffold-Z	29982121	29982297	RVG11_RVG1
scaffold-Z	29990892	29991288	RVG11_RVG1_RVG4
scaffold-Z	29999137	29999517	RVG11_RVG1_RVG4
scaffold-Z	30000342	30001005	RVG11_RVG1_RVG4
scaffold-Z	30038359	30038538	RVG11_RVG1_RVG4
scaffold-Z	30043163	30043464	RVG11_RVG1_RVG4
scaffold-Z	30047983	30048500	RVG1_RVG4
scaffold-Z	30106313	30106430	RVG11_RVG1
scaffold-Z	30120632	30120967	RVG11_RVG1_RVG4
scaffold-Z	30126254	30126558	RVG11_RVG1_RVG4
scaffold-Z	30139931	30140218	RVG11_RVG1_RVG4
scaffold-Z	30143814	30143957	RVG11_RVG4
scaffold-Z	30292294	30292472	RVG11_RVG1
scaffold-Z	30453328	30453569	RVG11_RVG1_RVG4
scaffold-Z	30469121	30469366	RVG11_RVG1_RVG4
scaffold-Z	30514807	30515660	RVG11_RVG4
scaffold-Z	30516830	30517057	RVG11_RVG1_RVG4
scaffold-Z	30518114	30518466	RVG11_RVG1_RVG4
scaffold-Z	30551881	30552455	RVG11_RVG1_RVG4
scaffold-Z	30630797	30631141	RVG11_RVG1_RVG4
scaffold-Z	31091459	31092075	RVG11_RVG1_RVG4
scaffold-Z	31285850	31286180	RVG11_RVG1_RVG4
scaffold-Z	31415481	31415703	RVG11_RVG1
scaffold-Z	31416313	31416518	RVG11_RVG1_RVG4
scaffold-Z	31456157	31456453	RVG11_RVG4
scaffold-Z	31687173	31687537	RVG11_RVG1_RVG4
scaffold-Z	31688132	31688461	RVG11_RVG1_RVG4
scaffold-Z	31693835	31694028	RVG11_RVG1_RVG4
scaffold-Z	31780045	31780525	RVG11_RVG1_RVG4
scaffold-Z	31780706	31780858	RVG11_RVG1_RVG4
scaffold-Z	31798384	31798745	RVG11_RVG1_RVG4
scaffold-Z	31907880	31908716	RVG11_RVG1_RVG1_RVG4
scaffold-Z	31916647	31916832	RVG11_RVG1_RVG4
scaffold-Z	31973203	31974240	RVG11_RVG11_RVG1_RVG1_RVG4
scaffold-Z	31999242	31999534	RVG1_RVG4
scaffold-Z	32008606	32009163	RVG11_RVG1_RVG4
scaffold-Z	32013586	32013835	RVG11_RVG1_RVG4
scaffold-Z	32061840	32062085	RVG11_RVG1_RVG4
scaffold-Z	32105744	32106088	RVG11_RVG1_RVG4
scaffold-Z	32137173	32138210	RVG11_RVG11_RVG1_RVG4
scaffold-Z	32243180	32243394	RVG11_RVG1_RVG4
scaffold-Z	32362891	32363824	RVG11_RVG1_RVG4
scaffold-Z	32445706	32446534	RVG11_RVG1_RVG4
scaffold-Z	32458883	32459327	RVG11_RVG1_RVG4
scaffold-Z	32542556	32542906	RVG11_RVG1_RVG1_RVG4
scaffold-Z	32549789	32550068	RVG11_RVG1_RVG4
scaffold-Z	32652957	32653218	RVG11_RVG4
scaffold-Z	32711948	32712157	RVG11_RVG4
scaffold-Z	32773559	32773811	RVG11_RVG1_RVG4
scaffold-Z	32773906	32774039	RVG11_RVG1_RVG4
scaffold-Z	32774511	32774721	RVG11_RVG1_RVG4
scaffold-Z	32899651	32899852	RVG1_RVG4
scaffold-Z	33213846	33214004	RVG11_RVG1_RVG4
scaffold-Z	33243420	33243787	RVG11_RVG1_RVG4
scaffold-Z	33247566	33247819	RVG11_RVG1_RVG4
scaffold-Z	33269919	33270583	RVG11_RVG1_RVG4
scaffold-Z	33339677	33339828	RVG11_RVG1
scaffold-Z	33385114	33385367	RVG11_RVG1_RVG4
scaffold-Z	33412312	33412742	RVG11_RVG1_RVG4
scaffold-Z	33421943	33422180	RVG11_RVG1
scaffold-Z	33463503	33464128	RVG11_RVG1_RVG4
scaffold-Z	33464632	33464801	RVG11_RVG1
scaffold-Z	33478336	33478598	RVG11_RVG1_RVG4
scaffold-Z	33479503	33479685	RVG11_RVG1_RVG4
scaffold-Z	33487944	33488125	RVG11_RVG4
scaffold-Z	33627471	33627659	RVG11_RVG1
scaffold-Z	33652631	33652926	RVG11_RVG1_RVG4
scaffold-Z	33653973	33654237	RVG11_RVG1_RVG4
scaffold-Z	33935353	33935932	RVG11_RVG1_RVG4
scaffold-Z	33937105	33937525	RVG11_RVG1_RVG4
scaffold-Z	34358974	34359208	RVG1_RVG4
scaffold-Z	34444173	34444450	RVG11_RVG1_RVG4
scaffold-Z	34445011	34445464	RVG11_RVG4
scaffold-Z	34457151	34457866	RVG11_RVG1_RVG4
scaffold-Z	34476976	34477165	RVG1_RVG4
scaffold-Z	34509948	34510435	RVG11_RVG1_RVG4
scaffold-Z	34556202	34556892	RVG11_RVG1_RVG4
scaffold-Z	34569846	34570358	RVG11_RVG1_RVG4
scaffold-Z	34605642	34606170	RVG11_RVG1_RVG4
scaffold-Z	34694206	34694416	RVG11_RVG4
scaffold-Z	34699680	34699999	RVG11_RVG1_RVG4
scaffold-Z	34712847	34713095	RVG11_RVG1_RVG4
scaffold-Z	34720839	34721024	RVG1_RVG4
scaffold-Z	34820531	34821200	RVG11_RVG1_RVG4
scaffold-Z	34823759	34824053	RVG11_RVG1_RVG4
scaffold-Z	34832000	34832448	RVG11_RVG1_RVG4
scaffold-Z	34914184	34914636	RVG11_RVG1_RVG4
scaffold-Z	34981207	34981382	RVG11_RVG1_RVG4
scaffold-Z	35121513	35121615	RVG11_RVG1
scaffold-Z	35150548	35150660	RVG11_RVG1_RVG4
scaffold-Z	35205437	35205637	RVG11_RVG1_RVG4
scaffold-Z	35206182	35206503	RVG11_RVG1_RVG4
scaffold-Z	35282348	35282622	RVG11_RVG1_RVG4
scaffold-Z	35301010	35301126	RVG1_RVG4
scaffold-Z	35428759	35429105	RVG11_RVG1_RVG4
scaffold-Z	35429844	35430111	RVG11_RVG1_RVG4
scaffold-Z	35472244	35473388	RVG11_RVG1_RVG1_RVG4
scaffold-Z	35831798	35832354	RVG11_RVG1_RVG4
scaffold-Z	35834117	35834330	RVG11_RVG1_RVG4
scaffold-Z	35839596	35840296	RVG11_RVG1_RVG4
scaffold-Z	35888388	35889124	RVG11_RVG1_RVG4
scaffold-Z	35902345	35902688	RVG11_RVG1_RVG4
scaffold-Z	35922913	35923054	RVG1_RVG4
scaffold-Z	35953963	35955014	RVG11_RVG11_RVG1_RVG4
scaffold-Z	35977048	35977752	RVG11_RVG1_RVG4
scaffold-Z	35978568	35979834	RVG11_RVG11_RVG1_RVG4_RVG4
scaffold-Z	36013237	36013807	RVG11_RVG1_RVG4
scaffold-Z	36014146	36014352	RVG11_RVG1_RVG4
scaffold-Z	36023322	36023938	RVG11_RVG1_RVG4
scaffold-Z	36024305	36024591	RVG11_RVG4
scaffold-Z	36041396	36041561	RVG1_RVG4
scaffold-Z	36048927	36049906	RVG11_RVG1_RVG1_RVG4
scaffold-Z	36066763	36066969	RVG11_RVG4
scaffold-Z	36069954	36070210	RVG11_RVG4
scaffold-Z	36109435	36109691	RVG11_RVG1_RVG4
scaffold-Z	36177200	36177350	RVG1_RVG4
scaffold-Z	36182728	36182953	RVG11_RVG1_RVG4
scaffold-Z	36193772	36194141	RVG11_RVG1_RVG4
scaffold-Z	36261379	36261557	RVG11_RVG1
scaffold-Z	36263055	36263282	RVG1_RVG4
scaffold-Z	36289322	36289514	RVG11_RVG1_RVG4
scaffold-Z	36322411	36322532	RVG11_RVG4
scaffold-Z	36330835	36331007	RVG11_RVG1_RVG4
scaffold-Z	36380849	36381478	RVG11_RVG1_RVG4
scaffold-Z	36418092	36418590	RVG11_RVG1_RVG4
scaffold-Z	36431367	36431555	RVG1_RVG4
scaffold-Z	36433245	36433484	RVG11_RVG1_RVG4
scaffold-Z	36435054	36435327	RVG11_RVG1_RVG4
scaffold-Z	36626372	36626556	RVG11_RVG1_RVG4
scaffold-Z	36812994	36813350	RVG11_RVG1_RVG4
scaffold-Z	36872364	36872642	RVG11_RVG1_RVG4
scaffold-Z	36937150	36937421	RVG11_RVG1_RVG4
scaffold-Z	36939909	36940414	RVG11_RVG1_RVG4
scaffold-Z	36950186	36950304	RVG11_RVG4
scaffold-Z	36951947	36952586	RVG11_RVG1_RVG1_RVG4
scaffold-Z	37073039	37073471	RVG11_RVG1_RVG4
scaffold-Z	37076697	37077510	RVG11_RVG1_RVG4
scaffold-Z	37140953	37141216	RVG11_RVG4
scaffold-Z	37231970	37232439	RVG11_RVG1_RVG4
scaffold-Z	37400446	37401118	RVG11_RVG1_RVG4
scaffold-Z	37453215	37453563	RVG11_RVG1_RVG4
scaffold-Z	37596069	37596270	RVG11_RVG1_RVG4
scaffold-Z	37678142	37678290	RVG11_RVG1_RVG4
scaffold-Z	37678576	37679056	RVG11_RVG1_RVG1_RVG4
scaffold-Z	37693332	37693660	RVG11_RVG1_RVG4
scaffold-Z	37698552	37699004	RVG11_RVG1_RVG4
scaffold-Z	37710706	37710981	RVG11_RVG1_RVG4
scaffold-Z	37722598	37722740	RVG11_RVG4
scaffold-Z	37806727	37807193	RVG11_RVG1_RVG4
scaffold-Z	37835311	37835777	RVG11_RVG1_RVG1_RVG4
scaffold-Z	37838609	37839323	RVG11_RVG1_RVG4
scaffold-Z	37897937	37898055	RVG11_RVG1_RVG4
scaffold-Z	37954409	37954996	RVG11_RVG1_RVG4
scaffold-Z	37966823	37967789	RVG11_RVG1_RVG4
scaffold-Z	37975672	37975991	RVG11_RVG1_RVG4
scaffold-Z	37998508	37998799	RVG11_RVG1_RVG4
scaffold-Z	38106452	38107174	RVG11_RVG1_RVG4
scaffold-Z	38183636	38184857	RVG11_RVG1_RVG1_RVG4
scaffold-Z	38198614	38198847	RVG11_RVG1_RVG4
scaffold-Z	38201299	38201551	RVG11_RVG1_RVG4
scaffold-Z	38269800	38270107	RVG11_RVG1_RVG4
scaffold-Z	38302099	38302567	RVG11_RVG1_RVG4
scaffold-Z	38312813	38313200	RVG11_RVG4
scaffold-Z	38373579	38373780	RVG11_RVG1_RVG4
scaffold-Z	38432282	38432692	RVG11_RVG1_RVG4
scaffold-Z	38632448	38632744	RVG11_RVG1_RVG4
scaffold-Z	38840283	38840625	RVG11_RVG1_RVG4
scaffold-Z	38922100	38922326	RVG11_RVG1
scaffold-Z	39068513	39069410	RVG11_RVG1_RVG4
scaffold-Z	39160486	39160890	RVG11_RVG1_RVG4
scaffold-Z	39350400	39350688	RVG11_RVG1_RVG4
scaffold-Z	39520063	39520554	RVG11_RVG1_RVG4
scaffold-Z	39520944	39521826	RVG11_RVG11_RVG1_RVG1_RVG1_RVG4
scaffold-Z	40204145	40204243	RVG11_RVG1
scaffold-Z	40215158	40215736	RVG11_RVG1_RVG4
scaffold-Z	40249705	40250058	RVG11_RVG1_RVG4
scaffold-Z	40251076	40252535	RVG11_RVG11_RVG1_RVG1_RVG4
scaffold-Z	40253884	40254158	RVG11_RVG1_RVG4
scaffold-Z	40262345	40262807	RVG11_RVG4
scaffold-Z	40337422	40337660	RVG11_RVG1_RVG4
scaffold-Z	40343210	40343564	RVG11_RVG1_RVG4
scaffold-Z	40360790	40361260	RVG11_RVG1_RVG4
scaffold-Z	40377043	40377258	RVG11_RVG1_RVG4
scaffold-Z	40391585	40391731	RVG11_RVG1_RVG4
scaffold-Z	40629062	40629657	RVG11_RVG1_RVG4
scaffold-Z	40629903	40630285	RVG11_RVG1_RVG1_RVG4
scaffold-Z	41165278	41165454	RVG11_RVG1_RVG4
scaffold-Z	41167984	41168303	RVG11_RVG1_RVG4
scaffold-Z	41168772	41168991	RVG11_RVG1_RVG4
scaffold-Z	41169391	41169654	RVG11_RVG1_RVG4
scaffold-Z	41275384	41275859	RVG11_RVG1_RVG4
scaffold-Z	41360159	41360585	RVG11_RVG1_RVG4
scaffold-Z	41409907	41410385	RVG11_RVG1_RVG4
scaffold-Z	41461074	41461355	RVG11_RVG1_RVG4
scaffold-Z	41519266	41519703	RVG11_RVG4
scaffold-Z	41586234	41586545	RVG11_RVG1_RVG4
scaffold-Z	41656042	41656553	RVG11_RVG1_RVG4
scaffold-Z	41662422	41662747	RVG11_RVG1_RVG4
scaffold-Z	41679478	41679923	RVG11_RVG1_RVG4
scaffold-Z	41680993	41681439	RVG11_RVG1_RVG4
scaffold-Z	41683058	41683265	RVG11_RVG4
scaffold-Z	41793901	41794021	RVG1_RVG4
scaffold-Z	41881653	41881918	RVG11_RVG1_RVG4
scaffold-Z	41898764	41898968	RVG11_RVG1
scaffold-Z	41939550	41940224	RVG11_RVG1_RVG1_RVG4
scaffold-Z	41960111	41960951	RVG11_RVG11_RVG1_RVG1_RVG4
scaffold-Z	41973844	41974377	RVG11_RVG1_RVG4
scaffold-Z	41979408	41979642	RVG11_RVG1
scaffold-Z	42004054	42004377	RVG11_RVG1_RVG4
scaffold-Z	42005584	42005957	RVG11_RVG1_RVG4
scaffold-Z	42085074	42085578	RVG11_RVG1_RVG4
scaffold-Z	42170567	42170760	RVG11_RVG1_RVG4
scaffold-Z	42596755	42597758	RVG11_RVG1_RVG1_RVG4_RVG4
scaffold-Z	42636441	42637193	RVG11_RVG1_RVG4
scaffold-Z	42738755	42738919	RVG11_RVG1_RVG4
scaffold-Z	42772536	42773089	RVG11_RVG1_RVG4
scaffold-Z	42853909	42854049	RVG11_RVG1_RVG4
scaffold-Z	43256249	43256923	RVG11_RVG1_RVG4
scaffold-Z	43354026	43354642	RVG11_RVG1_RVG4
scaffold-Z	43410406	43410651	RVG11_RVG4
scaffold-Z	43412225	43412689	RVG11_RVG1_RVG4
scaffold-Z	43413164	43413630	RVG11_RVG1_RVG1_RVG4_RVG4
scaffold-Z	43414456	43414633	RVG11_RVG1_RVG4
scaffold-Z	43680329	43680663	RVG11_RVG1_RVG4
scaffold-Z	43688955	43689162	RVG11_RVG1
scaffold-Z	43744846	43745102	RVG11_RVG1_RVG4
scaffold-Z	43775365	43776292	RVG11_RVG1_RVG4
scaffold-Z	43866164	43866347	RVG11_RVG1_RVG4
scaffold-Z	43866732	43866847	RVG11_RVG4
scaffold-Z	43894049	43894453	RVG11_RVG1_RVG4
scaffold-Z	44208857	44209082	RVG11_RVG1
scaffold-Z	44530398	44530603	RVG11_RVG1_RVG4
scaffold-Z	44746786	44747338	RVG11_RVG1_RVG4
scaffold-Z	44763636	44764139	RVG11_RVG4
scaffold-Z	44812650	44813058	RVG11_RVG1_RVG4
scaffold-Z	44884061	44884296	RVG11_RVG4
scaffold-Z	44885140	44885399	RVG11_RVG1_RVG4
scaffold-Z	44894839	44895172	RVG11_RVG1_RVG4
scaffold-Z	44905511	44905800	RVG11_RVG1_RVG4
scaffold-Z	44906430	44907519	RVG11_RVG11_RVG1_RVG1_RVG4
scaffold-Z	44910353	44910490	RVG11_RVG1_RVG4
scaffold-Z	44936277	44936661	RVG11_RVG1
scaffold-Z	44973061	44973409	RVG11_RVG1_RVG4
scaffold-Z	45075055	45075448	RVG11_RVG1_RVG4
scaffold-Z	45316390	45316794	RVG11_RVG1_RVG4
scaffold-Z	45385951	45386299	RVG11_RVG1_RVG4
scaffold-Z	45397570	45397716	RVG1_RVG4
scaffold-Z	45446227	45447278	RVG11_RVG1_RVG4
scaffold-Z	45511560	45511686	RVG11_RVG1
scaffold-Z	45565390	45566236	RVG11_RVG1_RVG4
scaffold-Z	45584111	45584851	RVG11_RVG1_RVG1_RVG4
scaffold-Z	45601198	45601481	RVG11_RVG1_RVG4
scaffold-Z	45608303	45608500	RVG11_RVG1
scaffold-Z	45629417	45629686	RVG11_RVG1_RVG4
scaffold-Z	45633314	45633434	RVG11_RVG1
scaffold-Z	45643175	45643368	RVG11_RVG1
scaffold-Z	45649164	45649409	RVG11_RVG1_RVG4
scaffold-Z	45649944	45650127	RVG11_RVG1_RVG4
scaffold-Z	45668197	45669134	RVG11_RVG1_RVG1_RVG1_RVG4
scaffold-Z	45699201	45699430	RVG11_RVG1_RVG4
scaffold-Z	45701148	45701452	RVG11_RVG1_RVG4
scaffold-Z	45701782	45702141	RVG11_RVG1_RVG4
scaffold-Z	45702672	45702856	RVG11_RVG1_RVG4
scaffold-Z	45778313	45778779	RVG11_RVG1_RVG4
scaffold-Z	45794394	45794989	RVG11_RVG1_RVG4
scaffold-Z	45897178	45897599	RVG11_RVG1_RVG4
scaffold-Z	45996054	45996820	RVG11_RVG1_RVG4
scaffold-Z	46121019	46121795	RVG11_RVG1_RVG4
scaffold-Z	46128195	46129012	RVG11_RVG1_RVG4
scaffold-Z	46552586	46553432	RVG11_RVG1_RVG4
scaffold-Z	46583568	46583892	RVG11_RVG1_RVG4
scaffold-Z	46621401	46621582	RVG11_RVG1_RVG4
scaffold-Z	46665192	46665471	RVG11_RVG1_RVG4
scaffold-Z	46666100	46666745	RVG11_RVG1_RVG4
scaffold-Z	46837063	46837465	RVG11_RVG1_RVG4
scaffold-Z	46884286	46884430	RVG11_RVG1_RVG4
scaffold-Z	46981509	46982157	RVG11_RVG1_RVG4
scaffold-Z	47314526	47314643	RVG1_RVG4
scaffold-Z	47320072	47320690	RVG11_RVG1_RVG4
scaffold-Z	47335958	47336104	RVG11_RVG1
scaffold-Z	47362394	47363131	RVG11_RVG1_RVG4
scaffold-Z	47415180	47415390	RVG11_RVG1_RVG4
scaffold-Z	47430272	47430874	RVG11_RVG1_RVG4
scaffold-Z	47505460	47505568	RVG11_RVG1
scaffold-Z	47615070	47615364	RVG11_RVG1_RVG4
scaffold-Z	47670081	47670350	RVG11_RVG1_RVG4
scaffold-Z	47672832	47672939	RVG1_RVG4
scaffold-Z	47875636	47876218	RVG11_RVG1_RVG4
scaffold-Z	47892807	47892993	RVG11_RVG1_RVG4
scaffold-Z	47898531	47898816	RVG11_RVG1_RVG4
scaffold-Z	47973177	47973438	RVG11_RVG1
scaffold-Z	47989890	47990094	RVG11_RVG1_RVG4
scaffold-Z	48064011	48064547	RVG11_RVG1_RVG4
scaffold-Z	48074345	48074455	RVG11_RVG1
scaffold-Z	48075213	48075558	RVG11_RVG1_RVG4
scaffold-Z	48143245	48143493	RVG11_RVG1_RVG4
scaffold-Z	48231236	48231676	RVG11_RVG1_RVG4
scaffold-Z	48243222	48243559	RVG11_RVG1_RVG4
scaffold-Z	48311528	48312248	RVG11_RVG1_RVG4
scaffold-Z	48312570	48312793	RVG11_RVG1_RVG4
scaffold-Z	48372553	48373133	RVG11_RVG1_RVG4
scaffold-Z	48405982	48406115	RVG11_RVG1_RVG4
scaffold-Z	48407034	48407362	RVG11_RVG4
scaffold-Z	48487007	48487273	RVG11_RVG1_RVG4
scaffold-Z	48488062	48488296	RVG11_RVG1_RVG4
scaffold-Z	48559858	48560053	RVG11_RVG1_RVG4
scaffold-Z	48620507	48621009	RVG11_RVG1_RVG4
scaffold-Z	48625444	48626436	RVG11_RVG11_RVG1_RVG1_RVG4
scaffold-Z	48698147	48699106	RVG11_RVG1_RVG4
scaffold-Z	48716365	48716604	RVG11_RVG1_RVG4
scaffold-Z	48717127	48717491	RVG11_RVG1_RVG4
scaffold-Z	48719176	48719306	RVG11_RVG4
scaffold-Z	48726619	48727130	RVG11_RVG1_RVG4
scaffold-Z	48791903	48792091	RVG11_RVG1
scaffold-Z	48814266	48814723	RVG11_RVG1_RVG4
scaffold-Z	48816973	48817082	RVG1_RVG4
scaffold-Z	48817281	48817563	RVG11_RVG1_RVG4
scaffold-Z	48824076	48824366	RVG11_RVG1_RVG4
scaffold-Z	48830260	48830614	RVG11_RVG1_RVG4
scaffold-Z	48871926	48872044	RVG1_RVG4
scaffold-Z	48872730	48872926	RVG11_RVG1
scaffold-Z	48923867	48924403	RVG11_RVG1_RVG4
scaffold-Z	49022308	49022714	RVG11_RVG1_RVG4
scaffold-Z	49025981	49026670	RVG11_RVG1_RVG4
scaffold-Z	49066373	49066647	RVG11_RVG1_RVG4
scaffold-Z	49113733	49114370	RVG11_RVG1_RVG4
scaffold-Z	49133069	49133366	RVG11_RVG1_RVG4
scaffold-Z	49174206	49174333	RVG11_RVG1
scaffold-Z	49424004	49424136	RVG1_RVG4
scaffold-Z	49466828	49467143	RVG11_RVG1_RVG4
scaffold-Z	49467622	49467809	RVG11_RVG4
scaffold-Z	49525528	49525975	RVG11_RVG1_RVG4
scaffold-Z	49535329	49535472	RVG11_RVG1
scaffold-Z	49562989	49563173	RVG11_RVG1_RVG4
scaffold-Z	49593755	49594243	RVG11_RVG1_RVG1_RVG4
scaffold-Z	49686441	49686766	RVG11_RVG1_RVG4
scaffold-Z	49715169	49715584	RVG11_RVG1_RVG4
scaffold-Z	49716028	49716618	RVG11_RVG1_RVG4
scaffold-Z	49727217	49728081	RVG11_RVG1_RVG1_RVG4
scaffold-Z	49733718	49733973	RVG11_RVG1_RVG4
scaffold-Z	49751904	49752210	RVG11_RVG1_RVG4
