crovir-transcript-15539,43162_crovir-transcript-15539
crovir-transcript-9706,ANAPC1_crovir-transcript-9706
crovir-transcript-4468,ANAPC10_crovir-transcript-4468
crovir-transcript-14294,ANAPC11_crovir-transcript-14294
crovir-transcript-10683,ANAPC13_crovir-transcript-10683
crovir-transcript-10242,ANAPC16_crovir-transcript-10242
crovir-transcript-1362,ANAPC2_crovir-transcript-1362
crovir-transcript-16741,ANAPC4_crovir-transcript-16741
crovir-transcript-16389,ANAPC5_crovir-transcript-16389
crovir-transcript-16361,ANAPC7_crovir-transcript-16361
crovir-transcript-7175,ANGEL1_crovir-transcript-7175
crovir-transcript-9616,ANGEL2_crovir-transcript-9616
crovir-transcript-4901,ANGPT1_crovir-transcript-4901
crovir-transcript-5874,ANGPT2_crovir-transcript-5874
crovir-transcript-7807,ANGPTL1_crovir-transcript-7807
crovir-transcript-1424,ANGPTL2_crovir-transcript-1424
crovir-transcript-5958,ANGPTL4_crovir-transcript-5958
crovir-transcript-4031,ANGPTL5_crovir-transcript-4031
crovir-transcript-14897,ANGPTL6_crovir-transcript-14897
crovir-transcript-1040,ANK1_crovir-transcript-1040
crovir-transcript-12930,ANK1_crovir-transcript-12930
crovir-transcript-12931,ANK1_crovir-transcript-12931
crovir-transcript-325,ANK2_crovir-transcript-325
crovir-transcript-10143,ANK3_crovir-transcript-10143
crovir-transcript-10144,ANK3_crovir-transcript-10144
crovir-transcript-10145,ANK3_crovir-transcript-10145
crovir-transcript-10149,ANK3_crovir-transcript-10149
crovir-transcript-1811,ANK3_crovir-transcript-1811
crovir-transcript-4427,ANK3_crovir-transcript-4427
crovir-transcript-8403,ANKAR_crovir-transcript-8403
crovir-transcript-11332,ANKDD1A_crovir-transcript-11332
crovir-transcript-8682,ANKEF1_crovir-transcript-8682
crovir-transcript-14501,ANKFN1_crovir-transcript-14501
crovir-transcript-10034,ANKFY1_crovir-transcript-10034
crovir-transcript-5428,ANKH_crovir-transcript-5428
crovir-transcript-1874,ANKIB1_crovir-transcript-1874
crovir-transcript-17043,ANKLE1_crovir-transcript-17043
crovir-transcript-4171,ANKLE2_crovir-transcript-4171
crovir-transcript-10719,ANKMY1_crovir-transcript-10719
crovir-transcript-2005,ANKMY2_crovir-transcript-2005
crovir-transcript-15683,ANKRA2_crovir-transcript-15683
crovir-transcript-10342,ANKRD1_crovir-transcript-10342
crovir-transcript-3340,ANKRD10_crovir-transcript-3340
crovir-transcript-16237,ANKRD11_crovir-transcript-16237
crovir-transcript-16240,ANKRD11_crovir-transcript-16240
crovir-transcript-5213,ANKRD12_crovir-transcript-5213
crovir-transcript-16460,ANKRD13A_crovir-transcript-16460
crovir-transcript-7963,ANKRD13D_crovir-transcript-7963
crovir-transcript-14490,ANKRD16_crovir-transcript-14490
crovir-transcript-2449,ANKRD17_crovir-transcript-2449
crovir-transcript-10568,ANKRD2_crovir-transcript-10568
crovir-transcript-12910,ANKRD23_crovir-transcript-12910
crovir-transcript-17004,ANKRD24_crovir-transcript-17004
crovir-transcript-11758,ANKRD26_crovir-transcript-11758
crovir-transcript-2081,ANKRD28_crovir-transcript-2081
crovir-transcript-5160,ANKRD29_crovir-transcript-5160
crovir-transcript-5161,ANKRD29_crovir-transcript-5161
crovir-transcript-15709,ANKRD31_crovir-transcript-15709
crovir-transcript-5439,ANKRD33B_crovir-transcript-5439
crovir-transcript-16497,ANKRD34A_crovir-transcript-16497
crovir-transcript-17294,ANKRD35_crovir-transcript-17294
crovir-transcript-4581,ANKRD37_crovir-transcript-4581
crovir-transcript-12908,ANKRD39_crovir-transcript-12908
crovir-transcript-14276,ANKRD40_crovir-transcript-14276
crovir-transcript-3335,ANKRD42_crovir-transcript-3335
crovir-transcript-8440,ANKRD44_crovir-transcript-8440
crovir-transcript-5657,ANKRD45_crovir-transcript-5657
crovir-transcript-4929,ANKRD46_crovir-transcript-4929
crovir-transcript-4049,ANKRD49_crovir-transcript-4049
crovir-transcript-4511,ANKRD50_crovir-transcript-4511
crovir-transcript-14439,ANKRD52_crovir-transcript-14439
crovir-transcript-12113,ANKRD54_crovir-transcript-12113
crovir-transcript-15793,ANKRD55_crovir-transcript-15793
crovir-transcript-15511,ANKRD6_crovir-transcript-15511
crovir-transcript-9005,ANKRD6_crovir-transcript-9005
crovir-transcript-6615,ANKRD60_crovir-transcript-6615
crovir-transcript-7336,ANKRD63_crovir-transcript-7336
crovir-transcript-8644,ANKRD66_crovir-transcript-8644
crovir-transcript-11759,ANKRD7_crovir-transcript-11759
crovir-transcript-11990,ANKS1B_crovir-transcript-11990
crovir-transcript-529,ANKS3_crovir-transcript-529
crovir-transcript-363,ANKS4B_crovir-transcript-363
crovir-transcript-10816,ANKUB1_crovir-transcript-10816
crovir-transcript-7588,ANO1_crovir-transcript-7588
crovir-transcript-7590,ANO1_crovir-transcript-7590
crovir-transcript-2137,ANO10_crovir-transcript-2137
crovir-transcript-7614,ANO3_crovir-transcript-7614
crovir-transcript-11999,ANO4_crovir-transcript-11999
crovir-transcript-12003,ANO4_crovir-transcript-12003
crovir-transcript-7564,ANO5_crovir-transcript-7564
crovir-transcript-16919,ANO7L1_crovir-transcript-16919
crovir-transcript-6822,ANO8_crovir-transcript-6822
crovir-transcript-7853,ANO9_crovir-transcript-7853
crovir-transcript-3483,ANOS1_crovir-transcript-3483
crovir-transcript-3484,ANOS1_crovir-transcript-3484
crovir-transcript-12362,ANP32A_crovir-transcript-12362
crovir-transcript-15185,ANP32B_crovir-transcript-15185
crovir-transcript-17051,ANP32B_crovir-transcript-17051
crovir-transcript-1210,ANP32E_crovir-transcript-1210
crovir-transcript-11386,ANPEP_crovir-transcript-11386
crovir-transcript-4289,ANTXR2_crovir-transcript-4289
crovir-transcript-15440,ANXA1_crovir-transcript-15440
crovir-transcript-10207,ANXA11_crovir-transcript-10207
crovir-transcript-10208,ANXA11_crovir-transcript-10208
crovir-transcript-11063,ANXA2_crovir-transcript-11063
crovir-transcript-4286,ANXA3_crovir-transcript-4286
crovir-transcript-13010,ANXA4_crovir-transcript-13010
crovir-transcript-4528,ANXA5_crovir-transcript-4528
crovir-transcript-13814,ANXA6_crovir-transcript-13814
crovir-transcript-2846,ANXA7_crovir-transcript-2846
crovir-transcript-12614,ANXA9_crovir-transcript-12614
crovir-transcript-14970,AOC1_crovir-transcript-14970
crovir-transcript-8446,AOX1_crovir-transcript-8446
crovir-transcript-4422,AP1AR_crovir-transcript-4422
crovir-transcript-16178,AP1G1_crovir-transcript-16178
crovir-transcript-16892,AP1G2_crovir-transcript-16892
crovir-transcript-6879,AP1M1_crovir-transcript-6879
crovir-transcript-15016,AP1M2_crovir-transcript-15016
crovir-transcript-35,AP1S1_crovir-transcript-35
crovir-transcript-3504,AP1S2_crovir-transcript-3504
crovir-transcript-10755,AP1S3_crovir-transcript-10755
crovir-transcript-7689,AP2A2_crovir-transcript-7689
crovir-transcript-11012,AP2M1_crovir-transcript-11012
crovir-transcript-11213,AP3B2_crovir-transcript-11213
crovir-transcript-6783,AP3D1_crovir-transcript-6783
crovir-transcript-10109,AP3M1_crovir-transcript-10109
crovir-transcript-12932,AP3M2_crovir-transcript-12932
crovir-transcript-15568,AP3S1_crovir-transcript-15568
crovir-transcript-6361,AP4B1_crovir-transcript-6361
crovir-transcript-11195,AP4E1_crovir-transcript-11195
crovir-transcript-16849,AP4M1_crovir-transcript-16849
crovir-transcript-7328,AP4S1_crovir-transcript-7328
crovir-transcript-12409,AP5B1_crovir-transcript-12409
crovir-transcript-6944,AP5M1_crovir-transcript-6944
crovir-transcript-8046,AP5Z1_crovir-transcript-8046
crovir-transcript-11982,APAF1_crovir-transcript-11982
crovir-transcript-11066,APBA2_crovir-transcript-11066
crovir-transcript-6721,APBA3_crovir-transcript-6721
crovir-transcript-6722,APBA3_crovir-transcript-6722
crovir-transcript-17324,APBB1_crovir-transcript-17324
crovir-transcript-1853,APBB1IP_crovir-transcript-1853
crovir-transcript-17154,APBB2_crovir-transcript-17154
crovir-transcript-5528,APBB3_crovir-transcript-5528
crovir-transcript-15593,APC_crovir-transcript-15593
crovir-transcript-6835,APC2_crovir-transcript-6835
crovir-transcript-6836,APC2_crovir-transcript-6836
crovir-transcript-5219,APCDD1_crovir-transcript-5219
crovir-transcript-13677,APEH_crovir-transcript-13677
crovir-transcript-3063,APEX1_crovir-transcript-3063
crovir-transcript-14798,APEX2_crovir-transcript-14798
crovir-transcript-1194,APH1A_crovir-transcript-1194
crovir-transcript-7528,API5_crovir-transcript-7528
crovir-transcript-7547,APIP_crovir-transcript-7547
crovir-transcript-8652,APLF_crovir-transcript-8652
crovir-transcript-12962,APLP2_crovir-transcript-12962
crovir-transcript-13086,APOA1_crovir-transcript-13086
crovir-transcript-13089,APOA4_crovir-transcript-13089
crovir-transcript-8771,APOB_crovir-transcript-8771
crovir-transcript-6215,APOBEC2_crovir-transcript-6215
crovir-transcript-5609,APOBEC4_crovir-transcript-5609
crovir-transcript-691,APOE_crovir-transcript-691
crovir-transcript-15299,APOM_crovir-transcript-15299
crovir-transcript-3548,APOO_crovir-transcript-3548
crovir-transcript-111,APOOL_crovir-transcript-111
crovir-transcript-7054,APOPT1_crovir-transcript-7054
crovir-transcript-3725,APP_crovir-transcript-3725
crovir-transcript-17407,APPBP2_crovir-transcript-17407
crovir-transcript-13527,APPL1_crovir-transcript-13527
crovir-transcript-12179,APPL2_crovir-transcript-12179
crovir-transcript-15190,APTX_crovir-transcript-15190
crovir-transcript-14244,AQP1_crovir-transcript-14244
crovir-transcript-1720,AQP1_crovir-transcript-1720
crovir-transcript-12574,AQP10_crovir-transcript-12574
crovir-transcript-14699,AQP2_crovir-transcript-14699
crovir-transcript-14472,AQP4_crovir-transcript-14472
crovir-transcript-5148,AQP4_crovir-transcript-5148
crovir-transcript-480,AQP8_crovir-transcript-480
crovir-transcript-11044,AQP9_crovir-transcript-11044
crovir-transcript-7294,AQR_crovir-transcript-7294
crovir-transcript-16,AR_crovir-transcript-16
crovir-transcript-14731,ARAF_crovir-transcript-14731
crovir-transcript-16333,ARAP2_crovir-transcript-16333
crovir-transcript-5543,ARAP3_crovir-transcript-5543
crovir-transcript-4785,ARC_crovir-transcript-4785
crovir-transcript-13107,ARCN1_crovir-transcript-13107
crovir-transcript-2420,AREG_crovir-transcript-2420
crovir-transcript-7199,AREL1_crovir-transcript-7199
crovir-transcript-7766,ARF3_crovir-transcript-7766
crovir-transcript-13529,ARF4_crovir-transcript-13529
crovir-transcript-7520,ARFGAP2_crovir-transcript-7520
crovir-transcript-6561,ARFGEF2_crovir-transcript-6561
crovir-transcript-9197,ARFGEF3_crovir-transcript-9197
crovir-transcript-9198,ARFGEF3_crovir-transcript-9198
crovir-transcript-4441,ARFIP1_crovir-transcript-4441
crovir-transcript-7420,ARG2_crovir-transcript-7420
crovir-transcript-3334,ARGLU1_crovir-transcript-3334
crovir-transcript-7505,ARHGAP1_crovir-transcript-7505
crovir-transcript-7317,ARHGAP11A_crovir-transcript-7317
crovir-transcript-1827,ARHGAP12_crovir-transcript-1827
crovir-transcript-488,ARHGAP17_crovir-transcript-488
crovir-transcript-9186,ARHGAP18_crovir-transcript-9186
crovir-transcript-10566,ARHGAP19_crovir-transcript-10566
crovir-transcript-1866,ARHGAP21_crovir-transcript-1866
crovir-transcript-2619,ARHGAP23_crovir-transcript-2619
crovir-transcript-4316,ARHGAP24_crovir-transcript-4316
crovir-transcript-2409,ARHGAP27_crovir-transcript-2409
crovir-transcript-5199,ARHGAP28_crovir-transcript-5199
crovir-transcript-5776,ARHGAP29_crovir-transcript-5776
crovir-transcript-16494,ARHGAP30_crovir-transcript-16494
crovir-transcript-3895,ARHGAP31_crovir-transcript-3895
crovir-transcript-12718,ARHGAP32_crovir-transcript-12718
crovir-transcript-12719,ARHGAP32_crovir-transcript-12719
crovir-transcript-863,ARHGAP33_crovir-transcript-863
crovir-transcript-1287,ARHGAP35_crovir-transcript-1287
crovir-transcript-4099,ARHGAP39_crovir-transcript-4099
crovir-transcript-14875,ARHGAP4_crovir-transcript-14875
crovir-transcript-6498,ARHGAP40_crovir-transcript-6498
crovir-transcript-4038,ARHGAP42_crovir-transcript-4038
crovir-transcript-14126,ARHGAP44_crovir-transcript-14126
crovir-transcript-6805,ARHGAP45_crovir-transcript-6805
crovir-transcript-7243,ARHGAP5_crovir-transcript-7243
crovir-transcript-6059,ARHGAP6_crovir-transcript-6059
crovir-transcript-6060,ARHGAP6_crovir-transcript-6060
crovir-transcript-6061,ARHGAP6_crovir-transcript-6061
crovir-transcript-11677,ARHGAP8_crovir-transcript-11677
crovir-transcript-14619,ARHGAP9_crovir-transcript-14619
crovir-transcript-12011,ARHGDIB_crovir-transcript-12011
crovir-transcript-17414,ARHGEF1_crovir-transcript-17414
crovir-transcript-6639,ARHGEF1_crovir-transcript-6639
crovir-transcript-8845,ARHGEF10_crovir-transcript-8845
crovir-transcript-17191,ARHGEF10L_crovir-transcript-17191
crovir-transcript-17193,ARHGEF10L_crovir-transcript-17193
crovir-transcript-1179,ARHGEF11_crovir-transcript-1179
crovir-transcript-1187,ARHGEF11_crovir-transcript-1187
crovir-transcript-12663,ARHGEF12_crovir-transcript-12663
crovir-transcript-3119,ARHGEF15_crovir-transcript-3119
crovir-transcript-3121,ARHGEF15_crovir-transcript-3121
crovir-transcript-1103,ARHGEF16_crovir-transcript-1103
crovir-transcript-1104,ARHGEF16_crovir-transcript-1104
crovir-transcript-6857,ARHGEF18_crovir-transcript-6857
crovir-transcript-6858,ARHGEF18_crovir-transcript-6858
crovir-transcript-14608,ARHGEF25_crovir-transcript-14608
crovir-transcript-10835,ARHGEF26_crovir-transcript-10835
crovir-transcript-15679,ARHGEF28_crovir-transcript-15679
crovir-transcript-13519,ARHGEF3_crovir-transcript-13519
crovir-transcript-9771,ARHGEF33_crovir-transcript-9771
crovir-transcript-13984,ARHGEF37_crovir-transcript-13984
crovir-transcript-4392,ARHGEF38_crovir-transcript-4392
crovir-transcript-15915,ARHGEF39_crovir-transcript-15915
crovir-transcript-10604,ARHGEF4_crovir-transcript-10604
crovir-transcript-10613,ARHGEF4_crovir-transcript-10613
crovir-transcript-231,ARHGEF6_crovir-transcript-231
crovir-transcript-232,ARHGEF6_crovir-transcript-232
crovir-transcript-3343,ARHGEF7_crovir-transcript-3343
crovir-transcript-46,ARHGEF9_crovir-transcript-46
crovir-transcript-954,ARID1A_crovir-transcript-954
crovir-transcript-957,ARID1A_crovir-transcript-957
crovir-transcript-9299,ARID1B_crovir-transcript-9299
crovir-transcript-10941,ARID2_crovir-transcript-10941
crovir-transcript-11804,ARID2_crovir-transcript-11804
crovir-transcript-3992,ARID2_crovir-transcript-3992
crovir-transcript-6808,ARID3A_crovir-transcript-6808
crovir-transcript-11133,ARID3B_crovir-transcript-11133
crovir-transcript-6996,ARID4A_crovir-transcript-6996
crovir-transcript-9409,ARID4B_crovir-transcript-9409
crovir-transcript-12943,ARID5A_crovir-transcript-12943
crovir-transcript-10147,ARID5B_crovir-transcript-10147
crovir-transcript-11157,ARIH1_crovir-transcript-11157
crovir-transcript-13290,ARIH2_crovir-transcript-13290
crovir-transcript-12005,ARL1_crovir-transcript-12005
crovir-transcript-13761,ARL10_crovir-transcript-13761
crovir-transcript-3792,ARL13B_crovir-transcript-3792
crovir-transcript-7592,ARL14EP_crovir-transcript-7592
crovir-transcript-15567,ARL14EPL_crovir-transcript-15567
crovir-transcript-15806,ARL15_crovir-transcript-15806
crovir-transcript-14305,ARL16_crovir-transcript-14305
crovir-transcript-16049,ARL2BP_crovir-transcript-16049
crovir-transcript-10536,ARL3_crovir-transcript-10536
crovir-transcript-3786,ARL6_crovir-transcript-3786
crovir-transcript-16375,ARL6IP4_crovir-transcript-16375
crovir-transcript-13354,ARL6IP5_crovir-transcript-13354
crovir-transcript-9020,ARL6IP6_crovir-transcript-9020
crovir-transcript-13391,ARL8A_crovir-transcript-13391
crovir-transcript-6395,ARL8A_crovir-transcript-6395
crovir-transcript-15144,ARL9_crovir-transcript-15144
crovir-transcript-5064,ARMC1_crovir-transcript-5064
crovir-transcript-9016,ARMC2_crovir-transcript-9016
crovir-transcript-1836,ARMC4_crovir-transcript-1836
crovir-transcript-3027,ARMC5_crovir-transcript-3027
crovir-transcript-6678,ARMC6_crovir-transcript-6678
crovir-transcript-14243,ARMC7_crovir-transcript-14243
crovir-transcript-10649,ARMC8_crovir-transcript-10649
crovir-transcript-9279,ARMT1_crovir-transcript-9279
crovir-transcript-12636,ARNT_crovir-transcript-12636
crovir-transcript-11269,ARNT2_crovir-transcript-11269
crovir-transcript-7623,ARNTL_crovir-transcript-7623
crovir-transcript-147,ARPC1A_crovir-transcript-147
crovir-transcript-8054,ARPC2_crovir-transcript-8054
crovir-transcript-13277,ARPC4_crovir-transcript-13277
crovir-transcript-5610,ARPC5_crovir-transcript-5610
crovir-transcript-11204,ARPP19_crovir-transcript-11204
crovir-transcript-2202,ARPP21_crovir-transcript-2202
crovir-transcript-2203,ARPP21_crovir-transcript-2203
crovir-transcript-16776,ARRDC1_crovir-transcript-16776
crovir-transcript-6864,ARRDC2_crovir-transcript-6864
crovir-transcript-6865,ARRDC2_crovir-transcript-6865
crovir-transcript-15632,ARRDC3_crovir-transcript-15632
crovir-transcript-11346,ARRDC4_crovir-transcript-11346
crovir-transcript-11347,ARRDC4_crovir-transcript-11347
crovir-transcript-6703,ARRDC5_crovir-transcript-6703
crovir-transcript-15729,ARSB_crovir-transcript-15729
crovir-transcript-14403,ARSG_crovir-transcript-14403
crovir-transcript-13823,ARSI_crovir-transcript-13823
crovir-transcript-4432,ARSJ_crovir-transcript-4432
crovir-transcript-16645,ART1_crovir-transcript-16645
crovir-transcript-16686,ART1_crovir-transcript-16686
crovir-transcript-6124,ARTN_crovir-transcript-6124
crovir-transcript-9401,ARV1_crovir-transcript-9401
crovir-transcript-4194,ARVCF_crovir-transcript-4194
crovir-transcript-266,ARX_crovir-transcript-266
crovir-transcript-3554,ARX_crovir-transcript-3554
crovir-transcript-4562,ASAH1_crovir-transcript-4562
crovir-transcript-4828,ASAP1_crovir-transcript-4828
crovir-transcript-8811,ASAP2_crovir-transcript-8811
crovir-transcript-927,ASAP3_crovir-transcript-927
crovir-transcript-15974,ASB13_crovir-transcript-15974
crovir-transcript-15985,ASB13_crovir-transcript-15985
crovir-transcript-13530,ASB14_crovir-transcript-13530
crovir-transcript-11742,ASB15_crovir-transcript-11742
crovir-transcript-2519,ASB16_crovir-transcript-2519
